,geoname,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Duck Donuts,35.2026242,-80.8444191,Bakery
1,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Bakersfield,35.20204,-80.84443,Mexican Restaurant
2,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Dolce Ristorante,35.202835814864436,-80.84434308181214,Italian Restaurant
3,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Be Yoga,35.20261005903006,-80.84487523411848,Yoga Studio
4,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Harris Teeter,35.203561828757856,-80.84513041921973,Supermarket
5,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Berrybrook Farm,35.20231,-80.84479,Grocery Store
6,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Starbucks,35.20143808117321,-80.84331550634523,Coffee Shop
7,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Jersey Mike's Subs,35.20145362,-80.84464417,Sandwich Place
8,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Panera Bread,35.20369701284164,-80.83836659789091,Bakery
9,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Fern,35.20081703152787,-80.84282367762746,Vegetarian / Vegan Restaurant
10,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Menchie's,35.20242073030454,-80.84505617501827,Frozen Yogurt Shop
11,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Zen Fusion,35.2024459194798,-80.84466150892948,Asian Restaurant
12,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Starbucks,35.20591562,-80.83884346,Coffee Shop
13,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Brixx Wood Fired Pizza,35.20101088469885,-80.84389234476025,Pizza Place
14,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Foxcroft Wine Co.,35.2027126759064,-80.84526007253123,Wine Bar
15,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,JJ's Red Hots,35.20010463009563,-80.8422732939766,Hot Dog Joint
16,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Summerbird,35.202726,-80.846221,Thrift / Vintage Store
17,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,The People’s Market,35.20135243605429,-80.84368415805798,Market
18,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Moe's Southwest Grill,35.20033227336,-80.84310406852846,Mexican Restaurant
19,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Chick-fil-A,35.204164,-80.838842,Fast Food Restaurant
20,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Circle K,35.202373,-80.84522,Gas Station
21,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Caribou Coffee,35.20620970487256,-80.83815872669226,Coffee Shop
22,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Smoothie King,35.202779,-80.845091,Smoothie Shop
23,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Charlotte Yarn,35.20277408015601,-80.84524809730439,Arts & Crafts Store
24,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Outback Steakhouse,35.20054661547897,-80.84348105815347,Steakhouse
25,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Babalu Tapas & Tacos,35.200164432545314,-80.8419513558113,Taco Place
26,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Alpine Ski Center,35.20050786325961,-80.8421341024416,Ski Shop
27,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,FedEx Office Print & Ship Center,35.20016542475345,-80.84278004662696,Shipping Store
28,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Subway at Kenilworth,35.203101620321895,-80.84497401869875,Sandwich Place
29,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Innovative Eye Care,35.20285740911695,-80.84458758732092,Optical Shop
30,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Crema Espresso Bar & Cafe,35.203082,-80.844828,Coffee Shop
31,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Roly Poly,35.202701,-80.8445155620575,Sandwich Place
32,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,The Bag Lady,35.202674389674826,-80.84451278464245,Bookstore
33,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,HandPicked,35.20230011974818,-80.84438647657016,Accessories Store
34,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Idolize,35.20295507460891,-80.84512182752076,Spa
35,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,The Queen & Glass,35.20159,-80.843765,Restaurant
36,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,YAFO kitchen,35.203034,-80.845715,Restaurant
37,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",35.2045521,-80.84170309999999,Cottage Chic,35.20249529418239,-80.84601515051632,Furniture / Home Store
38,"Block Group 3, Census Tract 40, Mecklenburg County, North Carolina",35.226786,-80.90343879999999,Restaurant Depot,35.22428912686309,-80.90256370897663,Kitchen Supply Store
39,"Block Group 3, Census Tract 40, Mecklenburg County, North Carolina",35.226786,-80.90343879999999,Circle K,35.2252994,-80.9049766,Convenience Store
40,"Block Group 3, Census Tract 40, Mecklenburg County, North Carolina",35.226786,-80.90343879999999,Sumpters Jewelry,35.224369360265165,-80.89889059264038,Jewelry Store
41,"Block Group 1, Census Tract 59.07, Mecklenburg County, North Carolina",35.165057899999994,-80.98477220000001,McAlister's Deli,35.1654259,-80.982341,Sandwich Place
42,"Block Group 1, Census Tract 59.07, Mecklenburg County, North Carolina",35.165057899999994,-80.98477220000001,Berewick Gym,35.16526914513197,-80.98254978872568,Gym / Fitness Center
43,"Block Group 1, Census Tract 59.07, Mecklenburg County, North Carolina",35.165057899999994,-80.98477220000001,Berewick Rec Center,35.16547988049687,-80.98248325097661,Playground
44,"Block Group 1, Census Tract 59.07, Mecklenburg County, North Carolina",35.165057899999994,-80.98477220000001,Fuzzy's Taco Shop,35.165234,-80.98233,Breakfast Spot
45,"Block Group 1, Census Tract 57.11, Mecklenburg County, North Carolina",35.174956200000004,-80.687062,Grammies Salsa,35.176179,-80.686763,Food
46,"Block Group 2, Census Tract 48, Mecklenburg County, North Carolina",35.2592943,-80.84949240000002,Mighty Midget Market,35.259890963058744,-80.85102006024563,Convenience Store
47,"Block Group 2, Census Tract 48, Mecklenburg County, North Carolina",35.2592943,-80.84949240000002,HOC Playground Build,35.263501,-80.849698,Playground
48,"Block Group 1, Census Tract 58.48, Mecklenburg County, North Carolina",35.092715999999996,-80.7457844,Picadelis Pub,35.09573,-80.74483,Food
49,"Block Group 1, Census Tract 58.48, Mecklenburg County, North Carolina",35.092715999999996,-80.7457844,Charlotte Mobile Dent Repair,35.09117202660184,-80.74225902557373,Business Service
50,"Block Group 1, Census Tract 15.09, Mecklenburg County, North Carolina",35.2556461,-80.75857540000001,Unk's,35.25602,-80.760135,Southern / Soul Food Restaurant
51,"Block Group 1, Census Tract 15.09, Mecklenburg County, North Carolina",35.2556461,-80.75857540000001,Carolina Water Products,35.2594382,-80.7593988,Home Service
52,"Block Group 1, Census Tract 56.18, Mecklenburg County, North Carolina",35.267008700000005,-80.6861189,Wichnoski's Pub,35.26956089644813,-80.68425849839686,Beer Garden
53,"Block Group 3, Census Tract 18.01, Mecklenburg County, North Carolina",35.2070456,-80.7936017,BEAN Vegan Cuisine,35.20444154395124,-80.79250452248854,Vegetarian / Vegan Restaurant
54,"Block Group 3, Census Tract 18.01, Mecklenburg County, North Carolina",35.2070456,-80.7936017,Repo Records & Collectibles,35.20819813726673,-80.79066806699818,Record Shop
55,"Block Group 3, Census Tract 18.01, Mecklenburg County, North Carolina",35.2070456,-80.7936017,Ovens Auditorium,35.204144443170925,-80.79397235446797,Theater
56,"Block Group 3, Census Tract 18.01, Mecklenburg County, North Carolina",35.2070456,-80.7936017,Bojangles' Coliseum,35.20492497085365,-80.79526253456832,Hockey Arena
57,"Block Group 3, Census Tract 18.01, Mecklenburg County, North Carolina",35.2070456,-80.7936017,The Park Expo & Conference Center,35.205857618049514,-80.79878320104974,Convention Center
58,"Block Group 3, Census Tract 18.01, Mecklenburg County, North Carolina",35.2070456,-80.7936017,Charlotte Checkers,35.2050229524724,-80.79533725976944,Hockey Arena
59,"Block Group 3, Census Tract 18.01, Mecklenburg County, North Carolina",35.2070456,-80.7936017,Econo Lodge,35.20340376031303,-80.79327150552213,Hotel
60,"Block Group 3, Census Tract 18.01, Mecklenburg County, North Carolina",35.2070456,-80.7936017,Turner's Trek,35.210232565528464,-80.79524351209685,Trail
61,"Block Group 3, Census Tract 18.01, Mecklenburg County, North Carolina",35.2070456,-80.7936017,Golden Green Hotel,35.20319126526829,-80.79184889673586,Hotel
62,"Block Group 3, Census Tract 18.01, Mecklenburg County, North Carolina",35.2070456,-80.7936017,Econo Lodge  Inn & Suites,35.20293803702818,-80.7932877328538,Hotel
63,"Block Group 2, Census Tract 15.04, Mecklenburg County, North Carolina",35.243474,-80.75876690000001,C. Fred Peterson Company,35.2434043884277,-80.7555694580078,Locksmith
64,"Block Group 2, Census Tract 15.04, Mecklenburg County, North Carolina",35.243474,-80.75876690000001,Julian Underwood Park,35.24196,-80.755936,Park
65,"Block Group 2, Census Tract 15.04, Mecklenburg County, North Carolina",35.243474,-80.75876690000001,Cojute Restaurante,35.24664548451759,-80.75612940251897,Mexican Restaurant
66,"Block Group 2, Census Tract 15.04, Mecklenburg County, North Carolina",35.243474,-80.75876690000001,Starbucks Morehead Medical,35.24556606776114,-80.75446802348488,Coffee Shop
67,"Block Group 2, Census Tract 15.04, Mecklenburg County, North Carolina",35.243474,-80.75876690000001,Shannon Park Swim Club,35.24202,-80.76368986666667,Pool
68,"Block Group 2, Census Tract 60.06, Mecklenburg County, North Carolina",35.272551799999995,-80.9585192,Jin Jin,35.27230410822156,-80.96225143087177,Chinese Restaurant
69,"Block Group 2, Census Tract 60.06, Mecklenburg County, North Carolina",35.272551799999995,-80.9585192,Family Dollar,35.27248835282361,-80.96154514641889,Discount Store
70,"Block Group 2, Census Tract 60.06, Mecklenburg County, North Carolina",35.272551799999995,-80.9585192,Subway,35.272392636324234,-80.96246815258723,Sandwich Place
71,"Block Group 2, Census Tract 60.06, Mecklenburg County, North Carolina",35.272551799999995,-80.9585192,Food Lion Grocery Store,35.27261100607163,-80.96161779999838,Supermarket
72,"Block Group 2, Census Tract 60.06, Mecklenburg County, North Carolina",35.272551799999995,-80.9585192,CVS pharmacy,35.27343592735866,-80.96089812922862,Pharmacy
73,"Block Group 2, Census Tract 60.06, Mecklenburg County, North Carolina",35.272551799999995,-80.9585192,M.Nails,35.27251553046954,-80.9619985543011,Spa
74,"Block Group 2, Census Tract 60.06, Mecklenburg County, North Carolina",35.272551799999995,-80.9585192,Transit Damage Freight Inc,35.27443222076892,-80.9552889324052,Furniture / Home Store
75,"Block Group 1, Census Tract 6, Mecklenburg County, North Carolina",35.225913,-80.8299767,McGill Rose Garden,35.22984055212897,-80.82771788830316,Park
76,"Block Group 1, Census Tract 6, Mecklenburg County, North Carolina",35.225913,-80.8299767,Infused,35.22320246947011,-80.83312413001194,Bar
77,"Block Group 1, Census Tract 6, Mecklenburg County, North Carolina",35.225913,-80.8299767,Recess Charlotte,35.225335,-80.824795,Bar
78,"Block Group 1, Census Tract 6, Mecklenburg County, North Carolina",35.225913,-80.8299767,The Pillar,35.223211597361,-80.83315565995257,Pub
79,"Block Group 1, Census Tract 6, Mecklenburg County, North Carolina",35.225913,-80.8299767,Subsecreto,35.228444,-80.834526,Coffee Shop
80,"Block Group 2, Census Tract 55.09, Mecklenburg County, North Carolina",35.36736079999999,-80.80119690000001,Jack in the Box,35.37082448482473,-80.80375368027005,Fast Food Restaurant
81,"Block Group 2, Census Tract 55.09, Mecklenburg County, North Carolina",35.36736079999999,-80.80119690000001,Charlotte Racquet Club North,35.36698134245711,-80.80352111844947,Gym
82,"Block Group 2, Census Tract 55.09, Mecklenburg County, North Carolina",35.36736079999999,-80.80119690000001,NC Mobile Massage,35.36469586817273,-80.80493688583374,Massage Studio
83,"Block Group 2, Census Tract 55.09, Mecklenburg County, North Carolina",35.36736079999999,-80.80119690000001,Lolo Deals,35.3684,-80.80646,Other Repair Shop
84,"Block Group 2, Census Tract 29.05, Mecklenburg County, North Carolina",35.1669213,-80.8239212,Urban Sip,35.16270944689253,-80.82429218457689,Hotel Bar
85,"Block Group 2, Census Tract 16.09, Mecklenburg County, North Carolina",35.217496399999995,-80.74374209999999,Texas Roadhouse,35.21758295464859,-80.74664771888445,Steakhouse
86,"Block Group 2, Census Tract 16.09, Mecklenburg County, North Carolina",35.217496399999995,-80.74374209999999,Handshake Catering,35.214734,-80.742253,Food
87,"Block Group 1, Census Tract 31.09, Mecklenburg County, North Carolina",35.1210127,-80.87532790000002,U-Haul Moving & Storage at Sharon Rd,35.118597823011044,-80.8793349967433,Storage Facility
88,"Block Group 1, Census Tract 31.09, Mecklenburg County, North Carolina",35.1210127,-80.87532790000002,Papa John's Pizza,35.119504231609696,-80.87987046859654,Pizza Place
89,"Block Group 1, Census Tract 31.09, Mecklenburg County, North Carolina",35.1210127,-80.87532790000002,Gym @ Waterford Lakes,35.1244820644394,-80.87512857775268,Gym / Fitness Center
90,"Block Group 1, Census Tract 31.09, Mecklenburg County, North Carolina",35.1210127,-80.87532790000002,7-Eleven,35.1197264760543,-80.8803310990333,Convenience Store
91,"Block Group 1, Census Tract 31.09, Mecklenburg County, North Carolina",35.1210127,-80.87532790000002,Aim One Marketing,35.11747329170362,-80.87400376796722,Business Service
92,"Block Group 1, Census Tract 31.09, Mecklenburg County, North Carolina",35.1210127,-80.87532790000002,Gs Food Mart,35.11930346460303,-80.87995940019891,Grocery Store
93,"Block Group 2, Census Tract 64.05, Mecklenburg County, North Carolina",35.470825299999994,-80.83751099999999,Cyberkids Robotics Competition,35.467715,-80.836703,Athletics & Sports
94,"Block Group 2, Census Tract 64.05, Mecklenburg County, North Carolina",35.470825299999994,-80.83751099999999,Bailey Road Park Amphitheater,35.467555614640396,-80.84074947933152,Concert Hall
95,"Block Group 1, Census Tract 27.02, Mecklenburg County, North Carolina",35.1877197,-80.8359751,Booty Loop,35.18886472377746,-80.83766264224232,Track
96,"Block Group 1, Census Tract 27.02, Mecklenburg County, North Carolina",35.1877197,-80.8359751,Einstein Bros Bagels,35.188462,-80.834873,Bagel Shop
97,"Block Group 1, Census Tract 27.02, Mecklenburg County, North Carolina",35.1877197,-80.8359751,Queens Coffeehouse,35.1889746204167,-80.8333571160356,Coffee Shop
98,"Block Group 1, Census Tract 27.02, Mecklenburg County, North Carolina",35.1877197,-80.8359751,Claudia Belk Dining Room,35.18835618039212,-80.83294987678528,Restaurant
99,"Block Group 1, Census Tract 30.13, Mecklenburg County, North Carolina",35.0964629,-80.81608440000001,Natural Marketplace,35.097,-80.813097,Food
100,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,Not Just Coffee,35.22753683669642,-80.83800452104721,Coffee Shop
101,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,7th Street Public Market,35.22756202745097,-80.83799407313707,Farmers Market
102,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,Springhill Suites Uptown Charlotte,35.22629457145816,-80.83920656969049,Hotel
103,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,ImaginOn: The Joe & Joan Martin Center™,35.226936684686386,-80.83745848857707,Library
104,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,Brixx Wood Fired Pizza,35.22736740413664,-80.8390497687331,Pizza Place
105,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,The Cellar,35.22924,-80.83971,Restaurant
106,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,First Ward Park,35.22755245144427,-80.83634353725938,Park
107,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,Queen City Q (The Q),35.227215014729,-80.83872443148526,BBQ Joint
108,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,Children's Theatre of Charlotte,35.226925386644645,-80.83749663543183,Performing Arts Venue
109,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,Levine Museum of the New South,35.228248717374086,-80.83870058064797,History Museum
110,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,McGlohon Theatre,35.22921191726555,-80.83991387982292,Theater
111,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,Spirit Square,35.2290599573356,-80.8394225511211,Theater
112,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,Assorted Table Wine Shop,35.227552807928696,-80.8379900981672,Wine Shop
113,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,Mert’s Heart & Soul Restaurant,35.2273178,-80.84013039999999,Southern / Soul Food Restaurant
114,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,Pita Pit,35.227591,-80.840298,Sandwich Place
115,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,Duckworth's Grill & Taphouse,35.22924,-80.83971,Restaurant
116,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,Spectrum Center,35.225251962340224,-80.83926478657453,Basketball Stadium
117,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",35.2276629,-80.83803909999999,Discovery Place,35.22917975335418,-80.84081411361694,Science Museum
